ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions,ExpectedDomain,DomainFlag
112,Mohsin Raza,Dawn News,Daily Pakistan,Balochistan,Quetta,Education,Curriculum reforms announced,,20000000.0,,,0.0,1217751.0,,5000000.0,1,0,2019-04-20,English,Neutral,,"['Media', 'Politics']",0
113,Shahzeb Khanzada,Hum News,The News,KPK,Peshawar,Terrorism,Security forces foil major terror bid,,20000000.0,,,4.0,16.05604162,58091.0,10000000.0,1,0,2019-11-03,urdu,Pro-Govt,,"['Politics', 'Economy', 'Media']",0
114,Rauf Klasra,Hum News,Dawn,KPK,Peshawar,Media,"Media freedom at risk, says HRCP report",10.09787038,,97.0,,,,,5000000.0,0,0,2023-03-26,ENG,Neutral,48849.0,"['Politics', 'Economy']",0
115,Kamran Khan,Geo News,The News,AJK,Muzaffarabad,Education,Curriculum reforms announced,17.54157575,20000000.0,,,,394329.0,,,0,0,2025-01-19,,Neutral,,"['Politics', 'Economy', 'Sports', 'Media']",0
116,Kamran Khan,Geo News,Dawn,Sindh,Hyderabad,Education,University students protest fee hikes,28.27919416,,,,0.0,44.88040452,85993.0,2144891.652,1,0,2024-07-19,Urdu,Neutral,,"['Politics', 'Economy', 'Sports', 'Media']",0
117,Dr. Shahid Masood,AbbTakk News,Dawn,AJK,Muzaffarabad,Economy,Dollar hits 300 in open market,,5000000.0,,-0.07204049202,5.0,24.4612511,,,1,0,2023-11-24,Urdu,Opposition,,"['Politics', 'Judiciary']",0
118,Dr. Shahid Masood,ARY News,Express Tribune,Sindh,Hyderabad,Sports,Women cricket team sets new record,73.7663237,1000000.0,85.0,1.090295472,0.0,540460.0,52655.0,,0,0,2018-08-13,English,Pro-Govt,10970.0,"['Politics', 'Judiciary']",0
119,Kamran Shahid,Hum News,Jang,Punjab,Lahore,Media,Aid for Balochistan still missing,,,105.0,-0.5269140326,3.0,40.01144624,19812.0,5000000.0,0,0,2023-08-07,ENG,Pro-Govt,44502.0,"['Politics', 'Media']",1
120,Ansar Abbasi,Dawn News,Dawn,Punjab,Multan,Judiciary,Case adjourned till next week,,15817169.0,,-1.811641464,4.0,,179109.0,10000000.0,0,0,2025-09-14,English,Opposition,,"['Judiciary', 'Politics']",1
121,Najam Sethi,ARY News,Daily Pakistan,Punjab,Multan,Health,Dengue cases rising in Lahore hospitals,,20000000.0,48.0,,,26.34711133,5049.0,5000000.0,0,0,2019-03-18,ENG,Neutral,49068.0,"['Politics', 'Media', 'Sports']",0
122,Asma Shirazi,ARY News,Daily Pakistan,KPK,Peshawar,Judiciary,Lawyers boycott proceedings,,1000000.0,,0.4558481381,,27.03275755,,5000000.0,,0,2022-04-15,,Pro-Govt,,"['Politics', 'Media']",0
123,Najam Sethi,ARY News,Jang,KPK,Peshawar,Terrorism,Security forces foil major terror bid,8.780213971,10278494.0,,1.300163981,,1219913.0,115285.0,,1,0,2019-07-28,English,,,"['Politics', 'Media', 'Sports']",0
124,Owais Tohid,Dawn News,Jang,Islamabad,Islamabad,Sports,Cricket team departs for World Cup,,18162390.0,3.0,,,643683.0,,3166202.538,0,0,2019-06-05,ENG,Pro-Govt,47550.0,"['Media', 'Politics']",0
125,Matiullah Jan,ARY News,Jang,Punjab,Lahore,Terrorism,Villages submerged in southern Punjab,100.0,5000000.0,,0.159707327,4.0,,84017.0,10000000.0,1,0,2021-11-13,,Opposition,30569.0,"['Judiciary', 'Politics']",0
126,Najam Sethi,Geo News,Dawn,Punjab,Lahore,Media,New universities to be established,66.58884012,,164.0,0.9421167563,,,,10000000.0,,0,2021-10-03,ENG,,9864.0,"['Politics', 'Media', 'Sports']",1
127,Kamran Khan,Hum News,Daily Pakistan,AJK,Muzaffarabad,Media,Journalists protest censorship in Islamabad,95.67826899,20000000.0,,-0.02488686764,,1068230.0,,,0,0,2019-10-24,English,Pro-Govt,908.0,"['Politics', 'Economy', 'Sports', 'Media']",1
128,Kamran Shahid,Geo News,Jang,AJK,Muzaffarabad,Economy,Stock exchange crashes amid crisis,93.33486759,20000000.0,,-0.08411327204,1.0,6.789644459,154847.0,10000000.0,,0,2023-11-03,,Opposition,,"['Politics', 'Media']",0
129,Najam Sethi,AbbTakk News,Express Tribune,Punjab,Lahore,Environment,Karachi drainage system collapses,100.0,20000000.0,329.0,0.427212959,4.0,,116467.0,10000000.0,1,0,2023-08-11,urdu,,,"['Politics', 'Media', 'Sports']",0
130,Dr. Shahid Masood,Dawn News,Express Tribune,Sindh,Hyderabad,Environment,Climate change worsening floods,22.91397229,20000000.0,,-1.192439984,,890591.0,,,1,0,2025-10-27,urdu,,2580.0,"['Politics', 'Judiciary']",0
131,Rauf Klasra,Geo News,Daily Pakistan,Punjab,Multan,Terrorism,Villages submerged in southern Punjab,,12969205.0,,-0.3382508333,,45.2098321,,,0,0,2025-12-20,,Pro-Govt,49902.0,"['Politics', 'Economy']",0
132,Asma Shirazi,Samaa TV,Jang,KPK,Peshawar,Economy,Bomb blast near Karachi market,,,79.0,,1.0,8.256764404,150105.0,10000000.0,0,0,2020-10-19,ENG,Pro-Govt,,"['Politics', 'Media']",0
133,Mohsin Raza,ARY News,Express Tribune,Islamabad,Islamabad,Sports,New talent emerges in under-19 cricket,,5000000.0,,0.393805553,-1.0,2.64463702,109799.0,5000000.0,0,0,2021-03-09,English,Pro-Govt,,"['Media', 'Politics']",0
134,Rauf Klasra,AbbTakk News,Dawn,Punjab,Multan,Environment,Climate change worsening floods,93.4885041,20000000.0,,,-1.0,,,,0,0,2025-12-16,,Neutral,13547.0,"['Politics', 'Economy']",0
135,Mohsin Raza,Samaa TV,Nawa-i-Waqt,Sindh,Karachi,Economy,New tax reforms spark debate in parliament,96.9454901,,,,,,,,0,0,2022-02-22,ENG,Pro-Govt,,"['Media', 'Politics']",0
136,Ansar Abbasi,Samaa TV,Express Tribune,Punjab,Multan,Terrorism,Five soldiers martyred in ambush,100.0,,,,5.0,20.56493274,,5000000.0,1,0,2023-12-06,,Pro-Govt,37444.0,"['Judiciary', 'Politics']",0
137,Rauf Klasra,AbbTakk News,Jang,AJK,Muzaffarabad,Judiciary,Senate passes constitutional amendment,,20000000.0,99.0,-0.9755724009,1.0,,,,0,0,2021-11-16,urdu,,,"['Politics', 'Economy']",0
138,Shahzeb Khanzada,Express News,Nawa-i-Waqt,AJK,Muzaffarabad,Education,Punjab launches scholarship scheme,90.27476473,4425117.0,,,1.0,1160614.0,,5000000.0,0,0,2020-04-17,,Pro-Govt,,"['Politics', 'Economy', 'Media']",0
139,Shahzeb Khanzada,Samaa TV,Nawa-i-Waqt,Punjab,Multan,Politics,New universities to be established,79.25263704,5000000.0,,-1.281952703,,132073.0,17736.0,,0,0,2020-01-11,English,Opposition,28940.0,"['Politics', 'Economy', 'Media']",1
140,Dr. Shahid Masood,Dawn News,Express Tribune,Punjab,Rawalpindi,Environment,Relief camp set up in Multan,,14160916.0,328.0,0.3823762921,3.0,32.64049263,36961.0,,,0,2019-08-06,Urdu,,29887.0,"['Politics', 'Judiciary']",0
141,Kamran Shahid,Express News,Express Tribune,Islamabad,Islamabad,Health,Hospitals face medicine shortages,38.51617562,,316.0,1.604496017,,1378000.0,49430.0,1296677.364,0,0,2018-09-09,,Neutral,39260.0,"['Politics', 'Media']",0
142,Ansar Abbasi,ARY News,Jang,Sindh,Karachi,Media,PEMRA issues warning to multiple channels,,1000000.0,213.0,,4.0,336815.0,165308.0,,1,0,2021-07-07,English,,3107.0,"['Judiciary', 'Politics']",0
143,Asma Shirazi,Dawn News,The News,KPK,Peshawar,Judiciary,CJ addresses bar association,42.34644369,20000000.0,27.0,-0.9776751475,,,37364.0,5000000.0,1,0,2020-05-12,ENG,Neutral,,"['Politics', 'Media']",0
144,Shahzeb Khanzada,AbbTakk News,Daily Pakistan,Sindh,Karachi,Media,Digital media gaining popularity,100.0,1000000.0,,,2.0,652860.0,132007.0,4968514.216,,0,2022-02-16,,Opposition,18794.0,"['Politics', 'Economy', 'Media']",1
145,Mohsin Raza,Samaa TV,Jang,Balochistan,Quetta,Media,Journalists protest censorship in Islamabad,,20000000.0,,1.03777703,3.0,31.86800239,50694.0,5000000.0,0,0,2020-04-05,,Neutral,3274.0,"['Media', 'Politics']",1
146,Talat Hussain,ARY News,Daily Pakistan,Islamabad,Islamabad,Education,Education ministry faces criticism,1.151758082,5000000.0,493.0,,-1.0,4.763607887,15491.0,10000000.0,1,0,2025-10-02,urdu,Neutral,13762.0,"['Politics', 'Media']",0
147,Mohsin Raza,Geo News,Nawa-i-Waqt,AJK,Muzaffarabad,Media,"Judiciary under pressure, say analysts",,5000000.0,368.0,-0.3441256651,,,128484.0,5000000.0,0,0,2024-09-28,urdu,,,"['Media', 'Politics']",1
148,Mohsin Raza,ARY News,Jang,Punjab,Rawalpindi,Politics,Opposition stages walkout in National Assembly,,,386.0,-1.745218679,5.0,1621326.0,91666.0,381437.3933,1,0,2024-07-02,Urdu,Pro-Govt,25005.0,"['Media', 'Politics']",1
149,Kamran Khan,ARY News,Nawa-i-Waqt,AJK,Muzaffarabad,Media,Dawn faces backlash over editorial,,9165150.0,499.0,1.222969588,5.0,23650.0,24653.0,5000000.0,,0,2018-11-24,,Neutral,24933.0,"['Politics', 'Economy', 'Sports', 'Media']",1
150,Asma Shirazi,Samaa TV,Daily Pakistan,Punjab,Multan,Media,"Media freedom at risk, says HRCP report",,1000000.0,,1.329955395,,30.65899928,16770.0,10000000.0,0,0,2020-08-15,urdu,,,"['Politics', 'Media']",1
151,Mohsin Raza,Geo News,The News,Balochistan,Quetta,Sports,Senate passes constitutional amendment,,1000000.0,,,2.0,,,1122366.802,0,0,2019-01-15,ENG,Pro-Govt,,"['Media', 'Politics']",0
152,Saleem Safi,ARY News,Daily Pakistan,Balochistan,Quetta,Terrorism,Attack on Army convoy in Waziristan,,15973448.0,74.0,0.647421816,-1.0,7.12317951,163950.0,5000000.0,0,0,2020-04-01,ENG,Pro-Govt,,"['Politics', 'Terrorism']",1
153,Kamran Khan,ARY News,Dawn,Sindh,Hyderabad,Judiciary,CJ addresses bar association,,1000000.0,326.0,,4.0,14.99315643,124628.0,5000000.0,1,0,2018-12-02,,Pro-Govt,,"['Politics', 'Economy', 'Sports', 'Media']",0
154,Kamran Shahid,Hum News,Express Tribune,AJK,Muzaffarabad,Education,Student unions demand restoration,100.0,2681749.0,198.0,,,1342811.0,,5000000.0,1,0,2019-10-14,English,,,"['Politics', 'Media']",0
155,Kamran Shahid,Express News,The News,Punjab,Lahore,Sports,Women cricket team sets new record,,20000000.0,,0.7931416259,2.0,1585553.0,,5000000.0,1,0,2018-08-19,urdu,Opposition,5614.0,"['Politics', 'Media']",0
156,Mohsin Raza,AbbTakk News,Jang,Islamabad,Islamabad,Crime,Court orders release of missing persons,100.0,1000000.0,206.0,,,1638975.0,117418.0,2501602.113,0,0,2025-08-12,English,Neutral,,"['Media', 'Politics']",0
157,Nusrat Javed,Dawn News,The News,KPK,Peshawar,Economy,HEC budget slashed again,47.42551065,5000000.0,218.0,,,,155741.0,5000000.0,1,0,2023-02-06,,,22105.0,"['Politics', 'Media']",0
158,Ansar Abbasi,Hum News,Express Tribune,Punjab,Multan,Crime,Top court rejects NAB report,,20000000.0,,,3.0,717858.0,36004.0,2842045.098,0,0,2024-12-25,English,Neutral,,"['Judiciary', 'Politics']",0
159,Kamran Khan,Dawn News,Dawn,Islamabad,Islamabad,Health,Polio cases reported in KPK,99.13567371,1000000.0,35.0,-1.957130191,,2.854288956,,10000000.0,0,0,2025-03-23,English,Pro-Govt,,"['Politics', 'Economy', 'Sports', 'Media']",0
160,Umar Cheema,Dawn News,Nawa-i-Waqt,Sindh,Karachi,Economy,Pakistan seeks investment from Gulf countries,10.37274791,20000000.0,98.0,1.577941142,2.0,26.11813784,41293.0,3209765.273,,0,2023-07-07,,Opposition,,"['Crime', 'Politics']",0
161,Asma Shirazi,Geo News,The News,Islamabad,Islamabad,Politics,Election rigging scandal unfolds in Lahore,32.78041739,7520974.0,464.0,-0.2905157843,,1876728.0,197052.0,4791400.053,1,0,2020-04-17,Urdu,Neutral,,"['Politics', 'Media']",1
162,Ansar Abbasi,AbbTakk News,Daily Pakistan,Sindh,Karachi,Terrorism,Attack on Army convoy in Waziristan,,,306.0,-0.5097649082,5.0,41.78235355,,,1,0,2024-09-17,English,Neutral,17373.0,"['Judiciary', 'Politics']",0
163,Asma Shirazi,ARY News,The News,Punjab,Lahore,Terrorism,Militant hideout destroyed in KPK,,17656179.0,496.0,,1.0,,8243.0,5000000.0,,0,2019-11-22,English,Pro-Govt,30185.0,"['Politics', 'Media']",0
164,Saleem Safi,Dawn News,Jang,Punjab,Rawalpindi,Judiciary,Villages submerged in southern Punjab,,13156216.0,142.0,1.400964628,,,175252.0,10000000.0,1,0,2022-03-15,English,,15153.0,"['Politics', 'Terrorism']",0
165,Kamran Khan,Hum News,The News,KPK,Peshawar,Terrorism,Security forces foil major terror bid,,1000000.0,,,,,101238.0,,0,0,2022-08-17,ENG,Neutral,17223.0,"['Politics', 'Economy', 'Sports', 'Media']",0
166,Kamran Khan,ARY News,Jang,Islamabad,Islamabad,Health,Doctors protest low salaries,6.058614091,1000000.0,,,3.0,,,,1,0,2024-05-18,urdu,Neutral,,"['Politics', 'Economy', 'Sports', 'Media']",0
167,Matiullah Jan,ARY News,The News,Punjab,Rawalpindi,Judiciary,Lawyers boycott proceedings,,,224.0,1.659887753,,13.31355379,330.0,5000000.0,1,0,2025-12-19,English,,12294.0,"['Judiciary', 'Politics']",1
168,Mohsin Raza,ARY News,Dawn,Punjab,Lahore,Economy,IMF deal finalised today,56.23055488,20000000.0,,-0.1910719083,0.0,31.26648837,101242.0,5000000.0,1,0,2023-12-07,,,,"['Media', 'Politics']",0
169,Rauf Klasra,Express News,Daily Pakistan,Islamabad,Islamabad,Sports,Pakistan football team defeats India,,4484347.0,,-0.8902548936,,,,,1,0,2025-07-08,English,Pro-Govt,41596.0,"['Politics', 'Economy']",0
170,Matiullah Jan,Express News,Jang,Punjab,Lahore,Health,Dengue cases rising in Lahore hospitals,,1209537.0,224.0,,3.0,1650870.0,73765.0,5000000.0,0,0,2022-05-02,urdu,Neutral,,"['Judiciary', 'Politics']",0
171,Dr. Shahid Masood,Geo News,Express Tribune,KPK,Peshawar,Environment,Floods devastate Sindh villages,30.4920821,1000000.0,188.0,,,,78462.0,,1,0,2025-06-21,,Pro-Govt,6697.0,"['Politics', 'Judiciary']",0
172,Mohsin Raza,Hum News,Dawn,Punjab,Rawalpindi,Education,Curriculum reforms announced,72.90039028,,,,,23.00631069,,,,0,2022-08-24,urdu,Neutral,,"['Media', 'Politics']",0
173,Shahzeb Khanzada,Geo News,Daily Pakistan,Sindh,Karachi,Politics,Election rigging scandal unfolds in Lahore,,5000000.0,,1.025413013,3.0,19.90742494,,,0,0,2023-02-23,ENG,Opposition,42787.0,"['Politics', 'Economy', 'Media']",1
174,Kamran Shahid,ARY News,Daily Pakistan,Punjab,Lahore,Environment,Floods devastate Sindh villages,100.0,5000000.0,,,0.0,,,5000000.0,,0,2023-05-07,Urdu,Pro-Govt,11739.0,"['Politics', 'Media']",0
175,Ansar Abbasi,AbbTakk News,Dawn,Balochistan,Quetta,Terrorism,Attack on Army convoy in Waziristan,,1000000.0,478.0,-0.253793113,,6.483747178,36986.0,10000000.0,,0,2019-06-11,Urdu,Pro-Govt,,"['Judiciary', 'Politics']",0
176,Kamran Shahid,Express News,The News,AJK,Muzaffarabad,Politics,Cabinet approves controversial media law,,1000000.0,,,,1992146.0,149069.0,5000000.0,1,0,2018-02-11,English,Pro-Govt,46937.0,"['Politics', 'Media']",1
177,Rauf Klasra,ARY News,Jang,Punjab,Multan,Crime,ARY anchor arrested in midnight raid,67.64224704,1000000.0,,,4.0,13.68297813,,4185519.746,1,0,2020-11-13,,,,"['Politics', 'Economy']",0
178,Owais Tohid,Geo News,Nawa-i-Waqt,Punjab,Rawalpindi,Economy,Trade deficit widens again,5.379282579,5000000.0,,-1.530138142,,3.631256089,,5000000.0,,0,2023-04-20,English,,37300.0,"['Media', 'Politics']",0
179,Ansar Abbasi,AbbTakk News,The News,AJK,Muzaffarabad,Economy,Budget deficit reaches record high,,1000000.0,423.0,,,,,5000000.0,0,0,2019-10-12,ENG,,,"['Judiciary', 'Politics']",0
180,Kamran Khan,ARY News,Jang,Sindh,Karachi,Education,Curriculum reforms announced,,5000000.0,94.0,-1.837210614,,,,579832.5549,1,0,2023-04-09,,Neutral,11508.0,"['Politics', 'Economy', 'Sports', 'Media']",0
181,Ansar Abbasi,ARY News,Nawa-i-Waqt,AJK,Muzaffarabad,Media,"Judiciary under pressure, say analysts",36.09710615,20000000.0,167.0,-1.083213134,3.0,1358784.0,198254.0,5000000.0,0,1,2020-08-13,urdu,Neutral,41482.0,"['Judiciary', 'Politics']",0
182,Kamran Khan,Express News,The News,Sindh,Karachi,Education,Teachers boycott classes in KP,,,,1.872675275,,36.8467724,174000.0,,,0,2020-07-08,ENG,Opposition,,"['Politics', 'Economy', 'Sports', 'Media']",0
183,Kamran Khan,Hum News,The News,Punjab,Lahore,Politics,Opposition stages walkout in National Assembly,16.03148564,5000000.0,228.0,,2.0,,,,0,0,2022-09-28,English,Neutral,8099.0,"['Politics', 'Economy', 'Sports', 'Media']",1
184,Kamran Khan,ARY News,Express Tribune,Punjab,Multan,Education,Education ministry faces criticism,45.86671378,1300132.0,,-0.337020202,1.0,,,10000000.0,,0,2020-05-02,,,29928.0,"['Politics', 'Economy', 'Sports', 'Media']",0
185,Asma Shirazi,Hum News,Express Tribune,Punjab,Rawalpindi,Education,Education ministry faces criticism,,20000000.0,,,,1137985.0,,,0,0,2024-02-23,,,26597.0,"['Politics', 'Media']",0
186,Dr. Shahid Masood,Express News,Nawa-i-Waqt,Balochistan,Quetta,Education,Punjab bans junk food in schools,70.23204727,7543897.0,,,,1485513.0,54881.0,10000000.0,1,0,2025-07-24,ENG,Opposition,,"['Politics', 'Judiciary']",0
187,Matiullah Jan,AbbTakk News,Jang,AJK,Muzaffarabad,Sports,Pakistan faces defeat in hockey series,,1000000.0,428.0,,4.0,,160424.0,925861.4371,1,0,2025-07-12,Urdu,Neutral,,"['Judiciary', 'Politics']",0
188,Ansar Abbasi,Samaa TV,Express Tribune,Sindh,Hyderabad,Sports,Pakistan faces defeat in hockey series,74.30042552,,453.0,,5.0,1706218.0,,,0,0,2019-07-27,English,,48052.0,"['Judiciary', 'Politics']",0
189,Najam Sethi,Express News,Jang,Punjab,Lahore,Education,International squash event begins in Islamabad,69.244141,1364944.0,369.0,,1.0,1274813.0,88690.0,10000000.0,1,0,2022-10-26,urdu,Neutral,6293.0,"['Politics', 'Media', 'Sports']",0
190,Mohsin Raza,Geo News,Express Tribune,Punjab,Lahore,Economy,Pakistan seeks investment from Gulf countries,,1000000.0,391.0,,-1.0,33.04700142,,5000000.0,0,0,2018-05-06,ENG,Pro-Govt,,"['Media', 'Politics']",0
191,Ansar Abbasi,Samaa TV,Dawn,AJK,Muzaffarabad,Media,Villages submerged in southern Punjab,,5000000.0,,-1.127411175,,15.070211,97086.0,,0,0,2024-01-03,English,,,"['Judiciary', 'Politics']",0
192,Saleem Safi,Samaa TV,The News,AJK,Muzaffarabad,Health,Doctors protest low salaries,,,,,0.0,721989.0,103109.0,10000000.0,1,0,2021-11-18,urdu,Pro-Govt,12228.0,"['Politics', 'Terrorism']",0
193,Najam Sethi,Samaa TV,Jang,Punjab,Lahore,Economy,International squash event begins in Islamabad,,1000000.0,,0.6323400114,3.0,25.36855302,1898.0,10000000.0,0,0,2025-04-15,ENG,Neutral,33786.0,"['Politics', 'Media', 'Sports']",0
194,Shahzeb Khanzada,Hum News,The News,Islamabad,Islamabad,Health,Hospitals face medicine shortages,,,,1.217799152,3.0,,,10000000.0,,0,2025-08-20,,,48737.0,"['Politics', 'Economy', 'Media']",0
195,Rauf Klasra,ARY News,Jang,Sindh,Hyderabad,Education,Punjab launches scholarship scheme,,5000000.0,,-1.82016497,,382030.0,52628.0,10000000.0,0,0,2022-02-02,Urdu,Pro-Govt,,"['Politics', 'Economy']",0
196,Najam Sethi,ARY News,Jang,Sindh,Karachi,Judiciary,Case adjourned till next week,,11809381.0,272.0,-1.998910331,1.0,,91557.0,5000000.0,0,0,2020-03-23,urdu,,44896.0,"['Politics', 'Media', 'Sports']",0
197,Umar Cheema,Dawn News,Nawa-i-Waqt,Balochistan,Quetta,Environment,Flood relief funds under scrutiny,,,,,-1.0,3.929454603,52139.0,,0,0,2020-12-08,,Neutral,,"['Crime', 'Politics']",0
198,Ansar Abbasi,Express News,Jang,AJK,Muzaffarabad,Environment,Flood relief funds under scrutiny,,20000000.0,150.0,,,,,5000000.0,0,0,2025-05-04,ENG,Neutral,27972.0,"['Judiciary', 'Politics']",0
199,Ansar Abbasi,Express News,Nawa-i-Waqt,Islamabad,Islamabad,Politics,Khan addresses rally in Multan,42.10038776,1000000.0,194.0,,,1810157.0,64379.0,,0,0,2022-02-20,Urdu,,41198.0,"['Judiciary', 'Politics']",1
200,Kamran Khan,Dawn News,The News,Islamabad,Islamabad,Education,Matric exams leaked in Karachi,82.60600432,5000000.0,300.0,0.1815654792,,114921.0,145499.0,4241567.441,0,0,2022-12-09,,,,"['Politics', 'Economy', 'Sports', 'Media']",0
201,Matiullah Jan,Geo News,The News,Punjab,Lahore,Sports,Babar Azam century wins the game,,14374638.0,41.0,1.429150548,,18.45047671,,5000000.0,1,0,2020-06-07,Urdu,Pro-Govt,43848.0,"['Judiciary', 'Politics']",0
202,Ansar Abbasi,Geo News,Daily Pakistan,Islamabad,Islamabad,Terrorism,Suicide bombing in Peshawar mosque,,17815526.0,,,,48.81685892,,,0,0,2020-05-27,Urdu,Opposition,,"['Judiciary', 'Politics']",0
203,Najam Sethi,Samaa TV,Dawn,Sindh,Karachi,Sports,Babar Azam century wins the game,20.70859777,,,,1.0,37.71361038,,4339823.016,1,0,2025-05-04,ENG,,,"['Politics', 'Media', 'Sports']",1
204,Najam Sethi,Express News,Express Tribune,Punjab,Lahore,Health,Doctors protest low salaries,,20000000.0,,-0.1334015167,,48.04566128,194416.0,,,0,2018-07-08,Urdu,,45896.0,"['Politics', 'Media', 'Sports']",0
205,Talat Hussain,Express News,The News,Punjab,Lahore,Politics,Government launches CPEC project in Gwadar,,,6.0,,,463028.0,,728593.6209,1,0,2022-01-02,ENG,Opposition,,"['Politics', 'Media']",1
206,Umar Cheema,ARY News,The News,AJK,Muzaffarabad,Economy,Exports see slight recovery,,,431.0,1.242493257,-1.0,31.13400179,116252.0,2334645.578,0,0,2021-09-27,ENG,,4611.0,"['Crime', 'Politics']",0
207,Ansar Abbasi,AbbTakk News,Jang,Islamabad,Islamabad,Sports,Cricket team departs for World Cup,,5000000.0,,-1.126779427,1.0,14.46636596,174620.0,5000000.0,0,0,2025-06-28,ENG,Pro-Govt,,"['Judiciary', 'Politics']",0
208,Kamran Khan,Hum News,Daily Pakistan,KPK,Peshawar,Crime,Chief Justice orders suo moto on Karachi violence,,20000000.0,,,5.0,19.28705473,193101.0,10000000.0,1,0,2020-03-23,,,,"['Politics', 'Economy', 'Sports', 'Media']",0
209,Dr. Shahid Masood,Dawn News,Daily Pakistan,Sindh,Hyderabad,Judiciary,CJ addresses bar association,,20000000.0,246.0,-0.4163318608,,778233.0,114749.0,5000000.0,0,0,2019-10-04,ENG,Neutral,18155.0,"['Politics', 'Judiciary']",1
210,Talat Hussain,Geo News,Daily Pakistan,KPK,Peshawar,Terrorism,Attack on Army convoy in Waziristan,100.0,3971923.0,,-0.6163807673,,1626010.0,35280.0,10000000.0,0,0,2024-03-23,Urdu,,,"['Politics', 'Media']",0
211,Talat Hussain,Express News,Daily Pakistan,Sindh,Karachi,Politics,PPP vs PMLN war of words heats up,,1000000.0,393.0,-0.1115884876,,19.61475357,18173.0,10000000.0,1,0,2025-06-16,urdu,Opposition,,"['Politics', 'Media']",1
212,Kamran Shahid,Hum News,The News,Balochistan,Quetta,Economy,IMF deal finalised today,52.58257415,5000000.0,5.0,,,,,3842949.198,1,0,2021-02-13,English,Neutral,,"['Politics', 'Media']",0
213,Nusrat Javed,Geo News,Jang,Punjab,Rawalpindi,Education,Teachers boycott classes in KP,,,161.0,,4.0,,,5000000.0,,0,2022-02-18,urdu,Neutral,,"['Politics', 'Media']",0
214,Saleem Safi,Dawn News,Dawn,Islamabad,Islamabad,Crime,Top court rejects NAB report,65.55675516,5000000.0,,,0.0,682037.0,118269.0,5000000.0,1,0,2023-05-11,Urdu,Neutral,,"['Politics', 'Terrorism']",0
